Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,490,"Other Asia, nes",,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,163896,,655401503,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,490,"Other Asia, nes",,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,465794,,1826976557,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,528,Netherlands,NLD,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,19,,93021,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,528,Netherlands,NLD,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1815,,8527496,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,554,New Zealand,NZL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,354,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,554,New Zealand,NZL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,0,,66,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,566,Nigeria,NGA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,30,,54450,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,586,Pakistan,PAK,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,18,,380,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,608,Philippines,PHL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,17887,,24931168,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,608,Philippines,PHL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,91356,,2364273293,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,612,Pitcairn,PCN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,0,,43,,,4
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,616,Poland,POL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6,,2922,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,616,Poland,POL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1167,,4768230,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,634,Qatar,QAT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,10,,2797,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,642,Romania,ROU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,25,,331132,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,642,Romania,ROU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,134,,1032354,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,643,Russian Federation,RUS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,587,,529459,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,643,Russian Federation,RUS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1,,4456,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,682,Saudi Arabia,SAU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,235,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,688,Serbia,SRB,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,0,,60,,,4
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,699,India,IND,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,156,,366588,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,699,India,IND,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,9471,,165028010,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,702,Singapore,SGP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,48218,,235312939,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,702,Singapore,SGP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,130128,,414888484,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,703,Slovakia,SVK,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,108,,56368,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,703,Slovakia,SVK,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,169,,720039,,,4
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,704,Viet Nam,VNM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5400,,23696110,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,704,Viet Nam,VNM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,105104,,1204703806,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,710,South Africa,ZAF,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,616,,5445,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,710,South Africa,ZAF,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,423,,2258804,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,724,Spain,ESP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,8,,13030,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,724,Spain,ESP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1,,3161,,,4
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,752,Sweden,SWE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5,,782,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,752,Sweden,SWE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,15,,20914,,,4
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,757,Switzerland,CHE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,2665,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,757,Switzerland,CHE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6,,10444,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,764,Thailand,THA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,44007,,53715548,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,764,Thailand,THA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,41834,,169157190,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,784,United Arab Emirates,ARE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,36,,20131,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,784,United Arab Emirates,ARE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5,,2379,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,788,Tunisia,TUN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6,,41196,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,792,Turkey,TUR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,0,,14,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,792,Turkey,TUR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,953,,7753432,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,796,Turks and Caicos Isds,TCA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1,,8613,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,818,Egypt,EGY,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,249,,337915,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,826,United Kingdom,GBR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,118,,379661,,,4
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,826,United Kingdom,GBR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1432,,8597750,,,0
H4,2014,2014,2014,6,1,1,Import,410,Rep. of Korea,KOR,842,USA,USA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,25850,,153526235,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,842,USA,USA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,34277,,181827028,,,0
H4,2014,2014,2014,6,1,2,Export,410,Rep. of Korea,KOR,860,Uzbekistan,UZB,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,0,,388,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,0,World,WLD,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4716556,,3747501804,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,0,World,WLD,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,3709246,,5658997489,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,4,Afghanistan,AFG,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,388,,592447,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,8,Albania,ALB,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,34,,52455,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,12,Algeria,DZA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,46,,69650,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,24,Angola,AGO,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,11,,17253,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,28,Antigua and Barbuda,ATG,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,38,,58016,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,31,Azerbaijan,AZE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,3090,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,32,Argentina,ARG,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4,,3000,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,32,Argentina,ARG,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5230,,7978924,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,36,Australia,AUS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1469,,1166930,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,36,Australia,AUS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4413,,6732659,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,40,Austria,AUT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,671,,532948,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,40,Austria,AUT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,557,,850172,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,44,Bahamas,BHS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,112,,171523,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,48,Bahrain,BHR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,18,,27249,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,51,Armenia,ARM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,3007,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,52,Barbados,BRB,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,2596,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,56,Belgium,BEL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,34,,26715,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,56,Belgium,BEL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,399,,608093,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,60,Bermuda,BMU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,42,,63513,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,68,Bolivia (Plurinational State of),BOL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1303,,1988606,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,72,Botswana,BWA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,20,,30950,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,76,Brazil,BRA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,750,,595942,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,76,Brazil,BRA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,26709,,40747748,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,84,Belize,BLZ,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,17,,25300,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,92,Br. Virgin Isds,VGB,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,14,,20640,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,100,Bulgaria,BGR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,33,,50715,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,112,Belarus,BLR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,12,,9797,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,112,Belarus,BLR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,15,,23067,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,124,Canada,CAN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2912,,2313889,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,124,Canada,CAN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,63345,,96642538,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,136,Cayman Isds,CYM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,28,,42467,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,144,Sri Lanka,LKA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,3,,4155,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,152,Chile,CHL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6880,,10496477,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,156,China,CHN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,509170,,404556803,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,156,China,CHN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,463408,,706995947,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,166,Cocos Isds,CCK,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,9,,13660,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,170,Colombia,COL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5462,,8333240,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,188,Costa Rica,CRI,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,317,,251935,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,188,Costa Rica,CRI,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,3566,,5440336,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,191,Croatia,HRV,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,11,,16170,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,196,Cyprus,CYP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,27,,41826,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,203,Czechia,CZE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,45,,36014,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,203,Czechia,CZE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2921,,4456326,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,204,Benin,BEN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,3200,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,208,Denmark,DNK,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,192,,152860,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,208,Denmark,DNK,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,703,,1072899,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,214,Dominican Rep.,DOM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,665,,1014971,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,218,Ecuador,ECU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1314,,2004377,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,222,El Salvador,SLV,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,499,,761822,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,226,Equatorial Guinea,GNQ,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,3,,3950,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,231,Ethiopia,ETH,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,3,,4657,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,233,Estonia,EST,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,90,,136921,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,242,Fiji,FJI,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,55,,83629,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,246,Finland,FIN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,395,,602750,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,251,France,FRA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6794,,5398177,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,251,France,FRA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,40161,,61271347,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,258,French Polynesia,PYF,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,9,,14204,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,262,Djibouti,DJI,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,3200,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,268,Georgia,GEO,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,3770,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,276,Germany,DEU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,7860,,6244837,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,276,Germany,DEU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,32107,,48983190,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,288,Ghana,GHA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,25,,38706,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,300,Greece,GRC,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,47,,71185,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,320,Guatemala,GTM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1856,,2831630,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,324,Guinea,GIN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,11,,16582,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,328,Guyana,GUY,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,32,,49385,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,332,Haiti,HTI,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,34,,51491,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,340,Honduras,HND,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,797,,1215520,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,344,"China, Hong Kong SAR",HKG,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,15308,,12163236,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,344,"China, Hong Kong SAR",HKG,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,200093,,305270817,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,348,Hungary,HUN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,297,,235957,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,348,Hungary,HUN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,3359,,5124261,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,352,Iceland,ISL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,10,,7705,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,352,Iceland,ISL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,223,,340890,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,360,Indonesia,IDN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,3762,,2988874,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,360,Indonesia,IDN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,46,,70713,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,368,Iraq,IRQ,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,11,,16025,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,372,Ireland,IRL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,947,,752265,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,372,Ireland,IRL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4225,,6446039,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,376,Israel,ISR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,10012,,7954912,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,376,Israel,ISR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,11495,,17537966,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,381,Italy,ITA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,17968,,14276580,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,381,Italy,ITA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4047,,6173582,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,384,Côte d'Ivoire,CIV,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,2784,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,388,Jamaica,JAM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4,,3170,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,388,Jamaica,JAM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,547,,833943,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,392,Japan,JPN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,538994,,428253131,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,392,Japan,JPN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,47764,,72870773,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,398,Kazakhstan,KAZ,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,49,,74978,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,400,Jordan,JOR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,17,,25759,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,404,Kenya,KEN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,12,,18179,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,561229,,445920227,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,286018,,436362286,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,414,Kuwait,KWT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,77,,117420,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,422,Lebanon,LBN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,8,,12611,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,428,Latvia,LVA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,11,,17120,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,430,Liberia,LBR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4,,6600,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,440,Lithuania,LTU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,387,,590978,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,442,Luxembourg,LUX,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,25,,37584,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,446,"China, Macao SAR",MAC,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2,,2615,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,458,Malaysia,MYS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,48117,,38230941,,,4
