Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370243,"Photographic film; in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length not exceeding 200m (other than of paper, paperboard or textiles)",2,Area in square metres,48156,,,,5917,,337544,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370244,"Photographic film; in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 105mm but not exceeding 610mm (other than of paper, paperboard or textiles)",2,Area in square metres,10704859,,,,421425,,47177925,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370253,"Photographic film; for colour photography (polychrome) slides, in rolls, sensitised, unexposed, of a width exceeding 16mm but not exceeding 35mm and of a length not exceeding 30m (other than of paper, paperboard or textiles)",1,No Quantity,0,,,,5,,858,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370254,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length not exceeding 30m, excluding film for slides (other than of paper, paperboard or textiles)",1,No Quantity,0,,,,5929,,420085,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370255,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length exceeding 30m (other than of paper, paperboard or textiles)",1,No Quantity,0,,,,0,,59,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370256,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)",1,No Quantity,0,,,,700,,11454,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370296,"Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width not exceeding 35mm and of a length not exceeding 30m (other than of paper, paperboard or textiles)",1,No Quantity,0,,,,60,,5370,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370297,"Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width not exceeding 35mm and of a length exceeding 30m (other than paper, paperboard or textiles)",1,No Quantity,0,,,,494,,29843,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370298,"Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)",1,No Quantity,0,,,,169,,10549,,,2
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370310,"Photographic paper, paperboard and textiles; in rolls, sensitised, unexposed, of a width exceeding 610mm",8,Weight in kilograms,12311,,,,12311,,416154,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370390,"Photographic paper, paperboard and textiles; (for other than colour photography, other than in rolls of a width exceeding 610mm), sensitised, unexposed",8,Weight in kilograms,2027,,,,2027,,87648,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370400,"Photographic plates, film, paper, paperboard and textiles; exposed but not developed",8,Weight in kilograms,4345,,,,4345,,111420,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370500,"Photographic plates and film; exposed and developed, other than cinematographic film",8,Weight in kilograms,38131,,,,38131,,100356095,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370710,"Photographic goods; sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use",8,Weight in kilograms,68057,,,,68057,,2075095,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,370790,"Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use",8,Weight in kilograms,2595971,,,,2595971,,365337702,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380110,Graphite; artificial,8,Weight in kilograms,4762174,,,,4762174,,42968356,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380120,Graphite; colloidal or semi-colloidal,8,Weight in kilograms,6600,,,,6600,,116455,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380130,Carbonaceous pastes; for electrodes and similar pastes for furnace linings,8,Weight in kilograms,587595,,,,587595,,1246532,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380190,"Graphite or other carbon based preparations; in the form of pastes, blocks, plates or other semi-manufactures",8,Weight in kilograms,507363,,,,507363,,5235899,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380210,Carbon; activated,8,Weight in kilograms,2234689,,,,2234689,,14951578,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380290,"Chemical products; activated natural mineral products, animal black, including spent animal black",8,Weight in kilograms,249144,,,,249144,,5737213,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380300,"Chemical products; tall oil, whether or not refined",8,Weight in kilograms,11424,,,,11424,,24820,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380400,"Lyes, residual; from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates but excluding tall oil of heading no. 3803",8,Weight in kilograms,108115,,,,108115,,385313,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380590,"Terpenic oils; produced by the treatment of coniferous woods, crude dipentene, sulphite turpentine and other crude para-cymene, n.e.c. in heading no. 3805",8,Weight in kilograms,890,,,,890,,16629,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380610,Rosin and resin acids,8,Weight in kilograms,16114,,,,16114,,250152,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380630,Ester gums,8,Weight in kilograms,24301,,,,24301,,154866,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380690,"Rosin; spirit and oils, n.e.c. in heading no. 3806",8,Weight in kilograms,119772,,,,119772,,855154,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380700,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch",8,Weight in kilograms,4480,,,,4480,,14971,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380859,"Insecticides, rodenticides, fungicides, disinfectants, herbicides and the like; containing goods specified in Subheading Note 1 to this Chapter; not DDT (ISO) (clofenotane (INN)), put up in forms or packings for retail sale or as preparations or articles",8,Weight in kilograms,2,,,,2,,1440,,,6
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380861,Insecticides and the like; containing goods specified in Subheading Note 2 to this Chapter; in packings of a net weight content not exceeding 300g; for retail sale or as preparations or articles,8,Weight in kilograms,0,,,,0,,27,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380891,Insecticides; other than containing goods specified in Subheading Notes 1 & 2 to this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,Weight in kilograms,372566,,,,372566,,13364771,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380892,Fungicides; other than containing goods specified in Subheading Note 1 to this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,Weight in kilograms,414164,,,,414164,,11957385,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380893,"Herbicides, anti-sprouting products and plant-growth regulators; other than containing goods of Subheading Note 1 to this Chapter; put up in forms or packings for retail sale or as preparations or articles",8,Weight in kilograms,42895,,,,42895,,3115327,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,Weight in kilograms,234170,,,,234170,,1596295,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380899,"Rodenticides and other similar products n.e.c. in heading no. 3808.9; other than containing goods specified in Subheading Note 1 in this Chapter, put up in forms or packings for retail sale or as preparations or articles",8,Weight in kilograms,76412,,,,76412,,1870602,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380910,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in textile, paper, leather etc industries, with basis of amylaceous substances, n.e.c.",8,Weight in kilograms,38640,,,,38640,,178286,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380991,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the textile industry (excluding those with a basis of amylaceous substances)",8,Weight in kilograms,1099584,,,,1099584,,5967813,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380992,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the paper industry (excluding those with a basis of amylaceous substances)",8,Weight in kilograms,198565,,,,198565,,939616,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,380993,"Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the leather or like (excluding paper and textile) industries, (excluding those with a basis of amylaceous substances)",8,Weight in kilograms,46200,,,,46200,,300713,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381010,"Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials",8,Weight in kilograms,2188211,,,,2188211,,33780786,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381090,"Fluxes and other auxiliary preparations; for soldering, brazing or welding, or preparations used as cores or coatings for welding electrodes or rods",8,Weight in kilograms,1603220,,,,1603220,,19059237,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381119,Anti-knock preparations; other than those based on lead compounds,8,Weight in kilograms,166997,,,,166997,,1436194,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381121,Lubricating oil additives; containing petroleum oils or oils obtained from bituminous minerals,8,Weight in kilograms,2824548,,,,2824548,,18795555,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381129,Lubricating oil additives; not containing petroleum oils or oils obtained from bituminous minerals,8,Weight in kilograms,871978,,,,871978,,4540442,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381190,"Oxidation and gum inhibitors, viscosity improvers, anti-corrosive preparations, other prepared additives for mineral oils or liquids used as mineral oils (including gasoline), n.e.c. in heading no. 3811",8,Weight in kilograms,388379,,,,388379,,2519825,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381210,Rubber accelerators; prepared,8,Weight in kilograms,190037,,,,190037,,1315437,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381220,"Plasticisers, compound; for rubber or plastics",8,Weight in kilograms,103253,,,,103253,,885572,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381239,"Anti-oxidising preparations and other compound stabilisers; for rubber or plastics, other than mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)",8,Weight in kilograms,2641857,,,,2641857,,8236468,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381300,Fire-extinguishers; preparations and charges and charged fire-extinguishing grenades,8,Weight in kilograms,28459,,,,28459,,94481,,,6
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381400,"Solvents and thinners; organic composite solvents and thinners, n.e.c. or included, prepared paint or varnish removers",8,Weight in kilograms,2321418,,,,2321418,,12625616,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381511,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with nickel or nickel compounds as the active substance, n.e.c. or included",8,Weight in kilograms,4384229,,,,4384229,,57342508,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381512,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with precious metal or precious metal compounds as the active substance, n.e.c. or included",8,Weight in kilograms,366894,,,,366894,,31255343,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381519,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.c. or included",8,Weight in kilograms,12240882,,,,12240882,,141852486,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381590,"Reaction initiators, reaction accelerators and catalytic preparations, unsupported, n.e.c. or included",8,Weight in kilograms,1300002,,,,1300002,,39138885,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381600,"Refractory cements, mortars, concretes and similar compositions; other than products of heading no. 3801",8,Weight in kilograms,2044321,,,,2044321,,3394924,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381700,"Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading no. 2707 or 2902",8,Weight in kilograms,67031,,,,67031,,341032,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381800,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",8,Weight in kilograms,1414240,,,,1414240,,930290790,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,381900,"Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",8,Weight in kilograms,57550,,,,57550,,183537,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382000,Anti-freezing preparations and prepared de-icing fluids,8,Weight in kilograms,47123,,,,47123,,174207,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,Weight in kilograms,49147,,,,49147,,8380910,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,Weight in kilograms,3777452,,,,3777452,,67640007,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382311,"Industrial monocarboxylic fatty acids, acid oils from refining; stearic acid",8,Weight in kilograms,5283,,,,5283,,46961,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382312,"Industrial monocarboxylic fatty acids, acid oils from refining; oleic acid",8,Weight in kilograms,86832,,,,86832,,215206,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382313,"Industrial monocarboxylic fatty acids, acid oils from refining; tall oil fatty acids",8,Weight in kilograms,11077,,,,11077,,31867,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382319,"Industrial monocarboxylic fatty acids; acid oils from refining; (other than stearic acid, oleic acid or tall oil fatty acids)",8,Weight in kilograms,103957,,,,103957,,410796,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382370,Industrial fatty alcohols,8,Weight in kilograms,420359,,,,420359,,2498720,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382410,"Binders, prepared; for foundry moulds or cores",8,Weight in kilograms,226341,,,,226341,,523248,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382430,"Metal carbides, non-agglomerated; mixed together or with metallic binders",8,Weight in kilograms,78350,,,,78350,,5254785,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382440,"Cements, mortars or concretes; their prepared additives",8,Weight in kilograms,2249198,,,,2249198,,1607955,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382450,Mortars and concretes; non-refractory,8,Weight in kilograms,4411,,,,4411,,12354,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382471,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs)",8,Weight in kilograms,260,,,,260,,7637,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382472,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",8,Weight in kilograms,0,,,,0,,36,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382477,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing bromomethane (methyl bromide) or bromochloromethane",8,Weight in kilograms,1512,,,,1512,,21854,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382478,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs)",8,Weight in kilograms,0,,,,0,,139,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382479,"Mixtures containing halogenated derivatives of methane, ethane or propane; n.e.c. in item no. 3827.7",8,Weight in kilograms,2615,,,,2615,,28996,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382488,"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",8,Weight in kilograms,1,,,,1,,1889,,,6
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382491,"Chemical products, mixtures and preparations; consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",8,Weight in kilograms,4290,,,,4290,,517610,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382499,"Chemical products, mixtures and preparations; n.e.c. heading 3824",8,Weight in kilograms,67851270,,,,67851270,,774591819,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382550,"Residual products of chemical or allied industries, not elsewhere specified or included; wastes of metal pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids",8,Weight in kilograms,15910,,,,15910,,2969,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382569,"Residual products of the chemical or allied industries, not elsewhere specified or included; (other than sewage sludge, municipal waste or waste covered by 27.10); other wastes n.e.c. in 3825; except those mainly containing organic constituents",8,Weight in kilograms,8889,,,,8889,,4749,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,382590,"Residual products of the chemical or allied industries, not elsewhere specified or included; n.e.c. in 3825 or 27.10",8,Weight in kilograms,17,,,,17,,2805,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390110,"Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94",8,Weight in kilograms,13302951,,,,13302951,,24149930,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390120,"Ethylene polymers; in primary forms, polyethylene having a specific gravity of 0.94 or more",8,Weight in kilograms,9564965,,,,9564965,,23660665,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390130,"Ethylene polymers; in primary forms, ethylene-vinyl acetate copolymers",8,Weight in kilograms,1876677,,,,1876677,,4957141,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390140,"Ethylene polymers; in primary forms, ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94",8,Weight in kilograms,361537,,,,361537,,738207,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390190,"Ethylene polymers; in primary forms, n.e.c. in heading no. 3901",8,Weight in kilograms,3779512,,,,3779512,,21948238,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390210,"Propylene, other olefin polymers; polypropylene in primary forms",8,Weight in kilograms,4016797,,,,4016797,,5537480,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390220,"Propylene, other olefin polymers; polyisobutylene in primary forms",8,Weight in kilograms,203508,,,,203508,,837127,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390230,"Propylene, other olefin polymers; propylene copolymers in primary forms",8,Weight in kilograms,1517339,,,,1517339,,3654383,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390290,"Propylene, other olefin polymers; n.e.c. in heading no. 3902, in primary forms",8,Weight in kilograms,4864217,,,,4864217,,26930875,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390311,"Styrene polymers; expansible polystyrene, in primary forms",8,Weight in kilograms,346207,,,,346207,,357423,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390319,"Styrene polymers; (other than expansible polystyrene), in primary forms",8,Weight in kilograms,3321631,,,,3321631,,4878040,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390320,"Styrene polymers; styrene-acrylonitrile (SAN) copolymers, in primary forms",8,Weight in kilograms,150527,,,,150527,,672843,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390330,"Styrene polymers; acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",8,Weight in kilograms,3786251,,,,3786251,,11948427,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390390,"Styrene polymers; in primary forms, n.e.c. in heading no. 3903",8,Weight in kilograms,2483882,,,,2483882,,9029520,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390410,"Vinyl chloride, other halogenated olefin polymers; poly(vinyl chloride), not mixed with any other substances, in primary forms",8,Weight in kilograms,3294043,,,,3294043,,4780858,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390421,"Vinyl chloride, other halogenated olefin polymers; non-plasticised poly(vinyl chloride), in primary forms, mixed with other substances",8,Weight in kilograms,183994,,,,183994,,241247,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390422,"Vinyl chloride, other halogenated olefin polymers; plasticised poly(vinyl chloride), in primary forms, mixed with other substances",8,Weight in kilograms,834064,,,,834064,,390152,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390430,"Vinyl chloride, other halogenated olefin polymers; vinyl chloride-vinyl acetate copolymers, in primary forms",8,Weight in kilograms,1228567,,,,1228567,,4951606,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390440,"Vinyl chloride, other halogenated olefin polymers; vinyl chloride copolymers, in primary forms n.e.c. in heading no. 3904",8,Weight in kilograms,411,,,,411,,2999,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390450,"Vinyl chloride, other halogenated olefin polymers; vinylidene chloride polymers, in primary forms",8,Weight in kilograms,902000,,,,902000,,1872882,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390461,"Halogenated olefin polymers; fluoro-polymers, polytetrafluoroethylene, in primary forms",8,Weight in kilograms,412433,,,,412433,,12120214,,,0
H5,2019,2019,2019,6,1,1,Import,410,Rep. of Korea,KOR,392,Japan,JPN,,,,,,,,390469,"Halogenated olefin polymers; fluoro-polymers (other than polytetrafluoroethylene), in primary forms",8,Weight in kilograms,2729456,,,,2729456,,68815405,,,0
